out_name,frequency,units,long_name,standard_name,comment,cell_methods,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs,realm
hus700,mon,1,Specific Humidity at 700hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
hus700,day,1,Specific Humidity at 700hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
hus700,6hr,1,Specific Humidity at 700hPa,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,,,,,,atmos
hus600,mon,1,Specific Humidity at 600hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
hus600,day,1,Specific Humidity at 600hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
hus600,6hr,1,Specific Humidity at 600hPa,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,,,,,,atmos
hus500,mon,1,Specific Humidity at 500hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
hus500,day,1,Specific Humidity at 500hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
hus500,6hr,1,Specific Humidity at 500hPa,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p500,real,,,,,,atmos
hus400,mon,1,Specific Humidity at 400hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
hus400,day,1,Specific Humidity at 400hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
hus400,6hr,1,Specific Humidity at 400hPa,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,,,,,,atmos
hus300,mon,1,Specific Humidity at 300hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
hus300,day,1,Specific Humidity at 300hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
hus300,6hr,1,Specific Humidity at 300hPa,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,,,,,,atmos
hus250,mon,1,Specific Humidity at 250hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
hus250,day,1,Specific Humidity at 250hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
hus250,6hr,1,Specific Humidity at 250hPa,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,,,,,,atmos
hus200,mon,1,Specific Humidity at 200hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
hus200,day,1,Specific Humidity at 200hPa,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
hus200,6hr,1,Specific Humidity at 200hPa,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,,,,,,atmos
zg1000,mon,m,Geopotential Height at 1000hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,,atmos
zg1000,day,m,Geopotential Height at 1000hPa,geopotential_height,Geopotential height on the 1000 hPa surface,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,,atmos
zg1000,6hr,m,Geopotential Height at 1000hPa,geopotential_height,Geopotential height on the 1000 hPa surface,area: mean time: point,area: areacella,longitude latitude time1 p1000,real,,,,,,atmos
zg925,mon,m,Geopotential Height at 925hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,,atmos
zg925,day,m,Geopotential Height at 925hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,,atmos
zg925,6hr,m,Geopotential Height at 925hPa,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p925,real,,,,,,atmos
zg850,mon,m,Geopotential Height at 850hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,,atmos
zg850,day,m,Geopotential Height at 850hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,,atmos
zg850,6hr,m,Geopotential Height at 850hPa,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p850,real,,,,,,atmos
zg700,mon,m,Geopotential Height at 700hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
zg700,day,m,Geopotential Height at 700hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
zg700,6hr,m,Geopotential Height at 700hPa,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,,,,,,atmos
zg600,mon,m,Geopotential Height at 600hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
zg600,day,m,Geopotential Height at 600hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
zg600,6hr,m,Geopotential Height at 600hPa,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,,,,,,atmos
zg500,mon,m,Geopotential Height at 500hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
zg500,day,m,Geopotential Height at 500hPa,geopotential_height,geopotential height on the 500 hPa surface,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
zg500,6hr,m,Geopotential Height at 500hPa,geopotential_height,geopotential height on the 500 hPa surface,area: mean time: point,area: areacella,longitude latitude time1 p500,real,,,,,,atmos
zg400,mon,m,Geopotential Height at 400hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
zg400,day,m,Geopotential Height at 400hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
zg400,6hr,m,Geopotential Height at 400hPa,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,,,,,,atmos
zg300,mon,m,Geopotential Height at 300hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
zg300,day,m,Geopotential Height at 300hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
zg300,6hr,m,Geopotential Height at 300hPa,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,,,,,,atmos
zg250,mon,m,Geopotential Height at 250hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
zg250,day,m,Geopotential Height at 250hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
zg250,6hr,m,Geopotential Height at 250hPa,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,,,,,,atmos
zg200,mon,m,Geopotential Height at 200hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
zg200,day,m,Geopotential Height at 200hPa,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
zg200,6hr,m,Geopotential Height at 200hPa,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,,,,,,atmos
wa1000,mon,m s-1,Upward Air Velocity at 1000hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p1000,real,up,,,,,atmos
wa1000,day,m s-1,Upward Air Velocity at 1000hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p1000,real,up,,,,,atmos
wa1000,6hr,m s-1,Upward Air Velocity at 1000hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p1000,real,up,,,,,atmos
wa925,mon,m s-1,Upward Air Velocity at 925hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p925,real,up,,,,,atmos
wa925,day,m s-1,Upward Air Velocity at 925hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p925,real,up,,,,,atmos
wa925,6hr,m s-1,Upward Air Velocity at 925hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p925,real,up,,,,,atmos
wa850,mon,m s-1,Upward Air Velocity at 850hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p850,real,up,,,,,atmos
wa850,day,m s-1,Upward Air Velocity at 850hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p850,real,up,,,,,atmos
wa850,6hr,m s-1,Upward Air Velocity at 850hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p850,real,up,,,,,atmos
wa700,mon,m s-1,Upward Air Velocity at 700hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p700,real,up,,,,,atmos
wa700,day,m s-1,Upward Air Velocity at 700hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p700,real,up,,,,,atmos
wa700,6hr,m s-1,Upward Air Velocity at 700hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,up,,,,,atmos
wa600,mon,m s-1,Upward Air Velocity at 600hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p600,real,up,,,,,atmos
wa600,day,m s-1,Upward Air Velocity at 600hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p600,real,up,,,,,atmos
wa600,6hr,m s-1,Upward Air Velocity at 600hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,up,,,,,atmos
wa500,mon,m s-1,Upward Air Velocity at 500hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p500,real,up,,,,,atmos
wa500,day,m s-1,Upward Air Velocity at 500hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p500,real,up,,,,,atmos
wa500,6hr,m s-1,Upward Air Velocity at 500hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p500,real,up,,,,,atmos
wa400,mon,m s-1,Upward Air Velocity at 400hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p400,real,up,,,,,atmos
wa400,day,m s-1,Upward Air Velocity at 400hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p400,real,up,,,,,atmos
wa400,6hr,m s-1,Upward Air Velocity at 400hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,up,,,,,atmos
wa300,mon,m s-1,Upward Air Velocity at 300hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p300,real,up,,,,,atmos
wa300,day,m s-1,Upward Air Velocity at 300hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p300,real,up,,,,,atmos
wa300,6hr,m s-1,Upward Air Velocity at 300hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,up,,,,,atmos
wa250,mon,m s-1,Upward Air Velocity at 250hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p250,real,up,,,,,atmos
wa250,day,m s-1,Upward Air Velocity at 250hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p250,real,up,,,,,atmos
wa250,6hr,m s-1,Upward Air Velocity at 250hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,up,,,,,atmos
wa200,mon,m s-1,Upward Air Velocity at 200hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p200,real,up,,,,,atmos
wa200,day,m s-1,Upward Air Velocity at 200hPa,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p200,real,up,,,,,atmos
wa200,6hr,m s-1,Upward Air Velocity at 200hPa,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,up,,,,,atmos
ua50m,mon,m s-1,Eastward Wind at 50m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
ua50m,day,m s-1,Eastward Wind at 50m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
ua50m,1hr,m s-1,Eastward Wind at 50m,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,,atmos
ua100m,mon,m s-1,Eastward Wind at 100m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,,atmos
ua100m,day,m s-1,Eastward Wind at 100m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,,atmos
ua100m,1hr,m s-1,Eastward Wind at 100m,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height100m,real,,,,,,atmos
ua150m,mon,m s-1,Eastward Wind at 150m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,,atmos
ua150m,day,m s-1,Eastward Wind at 150m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,,atmos
ua150m,1hr,m s-1,Eastward Wind at 150m,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height150m,real,,,,,,atmos
va50m,mon,m s-1,Northward Wind at 50m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
va50m,day,m s-1,Northward Wind at 50m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
va50m,1hr,m s-1,Northward Wind at 50m,northward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,,atmos
va100m,mon,m s-1,Northward Wind at 100m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,,atmos
va100m,day,m s-1,Northward Wind at 100m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,,atmos
va100m,1hr,m s-1,Northward Wind at 100m,northward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height100m,real,,,,,,atmos
va150m,mon,m s-1,Northward Wind at 150m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,,atmos
va150m,day,m s-1,Northward Wind at 150m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,,atmos
va150m,1hr,m s-1,Northward Wind at 150m,northward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height150m,real,,,,,,atmos
ta50m,mon,K,Air Temperature at 50m,air_temperature,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
ta50m,day,K,Air Temperature at 50m,air_temperature,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
ta50m,1hr,K,Air Temperature at 50m,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,,atmos
hus50m,mon,1,Specific Humidity at 50m,specific_humidity,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
hus50m,day,1,Specific Humidity at 50m,specific_humidity,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
hus50m,1hr,1,Specific Humidity at 50m,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,,atmos
evspsblpot,mon,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,at surface; potential flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation),area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
evspsblpot,day,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,at surface; potential flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation),area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
evspsblpot,1hr,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,,area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
wsgsmax,mon,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time height10m,real,,,,,,atmos
wsgsmax,day,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,,area: mean time: maximum,area: areacella,longitude latitude time height10m,real,,,,,,atmos
clh,mon,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clh,day,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clh,6hr,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clm,mon,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clm,day,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clm,6hr,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cll,mon,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cll,day,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cll,6hr,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
rsdscs,mon,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface solar irradiance clear sky for UV calculations,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rsdscs,day,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface solar irradiance clear sky for UV calculations,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rsdscs,6hr,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rldscs,mon,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,Surface downwelling clear-sky longwave radiation,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rldscs,day,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,Surface downwelling clear-sky longwave radiation,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rldscs,6hr,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rsuscs,mon,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-sky Shortwave Radiation,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsuscs,day,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-sky Shortwave Radiation,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsuscs,6hr,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rluscs,mon,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rluscs,day,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rluscs,6hr,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsutcs,mon,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,Calculated in the absence of clouds.,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsutcs,day,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,Calculated in the absence of clouds.,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsutcs,6hr,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rlutcs,mon,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,Upwelling clear-sky longwave radiation at top of atmosphere,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rlutcs,day,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,Upwelling clear-sky longwave radiation at top of atmosphere,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rlutcs,6hr,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
z0,mon,m,Surface Roughness Length,surface_roughness_length,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
z0,day,m,Surface Roughness Length,surface_roughness_length,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cape,mon,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cape,day,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cape,1hr,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,,atmos
li,mon,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
li,day,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
li,1hr,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,,atmos
cin,mon,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cin,day,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cin,1hr,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,,atmos
capemax,mon,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,,atmos
capemax,day,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,,atmos
limax,mon,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,,atmos
limax,day,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,,atmos
cinmax,mon,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,,atmos
cinmax,day,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,,atmos
od550aer,mon,1,Ambient Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,"AOD from the ambient aerosols (i.e., includes aerosol water).  Does not include AOD from stratospheric aerosols if these are prescribed but includes other possible background aerosol types. Needs a comment attribute 'wavelength: 550nm'",area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
ua150,mon,m s-1,Eastward Wind at 150hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p150,real,,,,,,atmos
ua150,day,m s-1,Eastward Wind at 150hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p150,real,,,,,,atmos
ua150,6hr,m s-1,Eastward Wind at 150hPa,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p150,real,,,,,,atmos
ua100,mon,m s-1,Eastward Wind at 100hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p100,real,,,,,,atmos
ua100,day,m s-1,Eastward Wind at 100hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p100,real,,,,,,atmos
ua100,6hr,m s-1,Eastward Wind at 100hPa,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p100,real,,,,,,atmos
ua70,mon,m s-1,Eastward Wind at 70hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p70,real,,,,,,atmos
ua70,day,m s-1,Eastward Wind at 70hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p70,real,,,,,,atmos
ua70,6hr,m s-1,Eastward Wind at 70hPa,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p70,real,,,,,,atmos
ua50,mon,m s-1,Eastward Wind at 50hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p50,real,,,,,,atmos
ua50,day,m s-1,Eastward Wind at 50hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p50,real,,,,,,atmos
ua50,6hr,m s-1,Eastward Wind at 50hPa,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p50,real,,,,,,atmos
ua30,mon,m s-1,Eastward Wind at 30hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p30,real,,,,,,atmos
ua30,day,m s-1,Eastward Wind at 30hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p30,real,,,,,,atmos
ua30,6hr,m s-1,Eastward Wind at 30hPa,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p30,real,,,,,,atmos
ua20,mon,m s-1,Eastward Wind at 20hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p20,real,,,,,,atmos
ua20,day,m s-1,Eastward Wind at 20hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p20,real,,,,,,atmos
ua20,6hr,m s-1,Eastward Wind at 20hPa,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p20,real,,,,,,atmos
ua10,mon,m s-1,Eastward Wind at 10hPa,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p10,real,,,,,,atmos
ua10,day,m s-1,Eastward Wind at 10hPa,eastward_wind,Zonal wind on the 10 hPa surface,area: time: mean,area: areacella,longitude latitude time p10,real,,,,,,atmos
ua10,6hr,m s-1,Eastward Wind at 10hPa,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p10,real,,,,,,atmos
va150,mon,m s-1,Northward Wind at 150hPa,northward_wind,,area: time: mean,area: areacella,longitude latitude time p150,real,,,,,,atmos
va150,day,m s-1,Northward Wind at 150hPa,northward_wind,,area: time: mean,area: areacella,longitude latitude time p150,real,,,,,,atmos
va150,6hr,m s-1,Northward Wind at 150hPa,northward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p150,real,,,,,,atmos
va100,mon,m s-1,Northward Wind at 100hPa,northward_wind,,area: time: mean,area: areacella,longitude latitude time p100,real,,,,,,atmos
va100,day,m s-1,Northward Wind at 100hPa,northward_wind,,area: time: mean,area: areacella,longitude latitude time p100,real,,,,,,atmos
