out_name,frequency,units,long_name,standard_name,comment,cell_methods,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs,realm
uos,day,m s-1,Surface X Velocity,surface_eastward_sea_water_velocity,,area: mean where sea time: mean,,longitude latitude time,,,,,,,ocean
vos,day,m s-1,Surface Y Velocity,surface_northward_sea_water_velocity,,area: mean where sea time: mean,,longitude latitude time,,,,,,,ocean
wfo,mon,kg m-2 s-1,Water Flux into Sea Water,water_flux_into_sea_water,Computed as the water flux into the ocean divided by the area of the ocean portion of the grid cell. This is the sum *wfonocorr* and *wfcorr*.,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,-0.005411 s,0.03952 s,1.831e-05 s,6.051e-05 s,ocean
wfo,day,kg m-2 s-1,Water Flux into Sea Water,water_flux_into_sea_water,Computed as the water flux into the ocean divided by the area of the ocean portion of the grid cell. This is the sum *wfonocorr* and *wfcorr*.,area: mean where sea time: mean,area: areacello,longitude latitude time,,,,,,,ocean
friver,mon,kg m-2 s-1,Water Flux into Sea Water from Rivers,water_flux_into_sea_water_from_rivers,computed as the river flux of water into the ocean divided by the area of the ocean portion of the grid cell.,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,,,,,ocean
friver,day,kg m-2 s-1,Water Flux into Sea Water from Rivers,water_flux_into_sea_water_from_rivers,computed as the river flux of water into the ocean divided by the area of the ocean portion of the grid cell.,area: mean where sea time: mean,area: areacello,longitude latitude time,,,,,,,ocean
wfonocorr,mon,kg m-2 s-1,Water Flux into Sea Water Without Flux Correction,water_flux_into_sea_water_without_flux_correction,Computed as the water flux (without flux correction) into the ocean divided by the area of the ocean portion of the grid cell.,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,,,,,ocean
wfonocorr,day,kg m-2 s-1,Water Flux into Sea Water Without Flux Correction,water_flux_into_sea_water_without_flux_correction,Computed as the water flux (without flux correction) into the ocean divided by the area of the ocean portion of the grid cell.,area: mean where sea time: mean,area: areacello,longitude latitude time,,,,,,,ocean
so,day,0.001,Sea Water Salinity,sea_water_salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand. ",area: mean where sea time: mean,area: areacello volume: volcello,longitude latitude olevel time,,,,,,,ocean
uo,day,m s-1,Sea Water X Velocity,sea_water_x_velocity,Prognostic x-ward velocity component resolved by the model.,area: mean where sea time: mean,--OPT,longitude latitude olevel time,,,,,,,ocean
vo,day,m s-1,Sea Water Y Velocity,sea_water_y_velocity,Prognostic y-ward velocity component resolved by the model.,area: mean where sea time: mean,--OPT,longitude latitude olevel time,,,,,,,ocean
wo,day,m s-1,Sea Water Upward Velocity,upward_sea_water_velocity,A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward).,area: mean where sea time: mean,--OPT,longitude latitude olevel time,,up,,,,,ocean
rhop,day,kg m-3,Sea Water Potential Density,sea_water_potential_density,,area: mean where sea time: mean,,longitude latitude time,,,,,,,ocean
difvho,day,m2 s-1,Vertical Eddy Diffusivity,ocean_vertical_heat_diffusivity,,area: mean where sea time: mean,area: areacello volume: volcello,longitude latitude olevel time2,,,,,,,ocean
tos,1hr,degC,Sea Surface Temperature,sea_surface_temperature,"Temperature of upper boundary of the liquid ocean, including temperatures below sea-ice and floating ice shelves.",area: mean where sea time: point,area: areacello,longitude latitude time1,,,,,,,ocean
tob,mon,degC,Sea Water Potential Temperature at Sea Floor,sea_water_potential_temperature_at_sea_floor,Potential temperature at the ocean bottom-most grid cell.,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,,,,,ocean
tob,day,degC,Sea Water Potential Temperature at Sea Floor,sea_water_potential_temperature_at_sea_floor,Potential temperature at the ocean bottom-most grid cell.,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,,,,,ocean
siconc,mon,%,Sea-Ice Area Percentage (Ocean Grid),sea_ice_area_fraction,Percentage of grid cell covered by sea ice,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,,,,,seaICE
siconc,day,%,Sea-Ice Area Percentage (Ocean Grid),sea_ice_area_fraction,Percentage of grid cell covered by sea ice,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,,,,,seaICE
sithick,mon,m,Sea Ice Thickness,sea_ice_thickness,Actual (floe) thickness of sea ice (NOT volume divided by grid area as was done in CMIP5),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,longitude latitude time,real,,,,,,seaICE
sithick,day,m,Sea Ice Thickness,sea_ice_thickness,Actual (floe) thickness of sea ice (NOT volume divided by grid area as was done in CMIP5),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,longitude latitude time,real,,,,,,seaICE
sitemptop,mon,K,Surface Temperature of Sea Ice,sea_ice_surface_temperature,Report surface temperature of snow where snow covers the sea ice.,area: time: mean where sea_ice (comment: mask=siconc),area: areacello,longitude latitude time,real,,,,,,seaICE
sitemptop,day,K,Surface Temperature of Sea Ice,sea_ice_surface_temperature,Report surface temperature of snow where snow covers the sea ice.,area: time: mean where sea_ice (comment: mask=siconc),area: areacello,longitude latitude time,real,,,,,,seaICE
